# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 6 -i /data/shared/emapper_jobs/user_data/MM_4r9h9oe9/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_4r9h9oe9 -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_4r9h9oe9
# time: Thu Jan 21 23:59:59 2021
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
R7A2020_00055	266835.14025392	2.6e-230	804.3	Phyllobacteriaceae	fabB	GO:0003674,GO:0003824,GO:0004312,GO:0004315,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576	2.3.1.41	ko:K00647	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004			iAF1260.b2323,iAPECO1_1312.APECO1_4241,iB21_1397.B21_02208,iBWG_1329.BWG_2097,iE2348C_1286.E2348C_2463,iEC042_1314.EC042_2564,iEC55989_1330.EC55989_2567,iECABU_c1320.ECABU_c26560,iECBD_1354.ECBD_1336,iECB_1328.ECB_02248,iECDH10B_1368.ECDH10B_2485,iECDH1ME8569_1439.ECDH1ME8569_2261,iECD_1391.ECD_02248,iECED1_1282.ECED1_2787,iECIAI1_1343.ECIAI1_2400,iECIAI39_1322.ECIAI39_2472,iECNA114_1301.ECNA114_2414,iECO103_1326.ECO103_2787,iECO111_1330.ECO111_3071,iECO26_1355.ECO26_3311,iECOK1_1307.ECOK1_2605,iECP_1309.ECP_2362,iECS88_1305.ECS88_2471,iECSE_1348.ECSE_2632,iECSF_1327.ECSF_2200,iECUMN_1333.ECUMN_2663,iECW_1372.ECW_m2512,iEKO11_1354.EKO11_1442,iETEC_1333.ETEC_2459,iEcDH1_1363.EcDH1_1333,iEcHS_1320.EcHS_A2474,iEcSMS35_1347.EcSMS35_2480,iEcolC_1368.EcolC_1329,iJO1366.b2323,iJR904.b2323,iLF82_1304.LF82_0605,iNRG857_1313.NRG857_11765,iSBO_1134.SBO_2360,iUMN146_1321.UM146_05195,iUTI89_1310.UTI89_C2608,iWFL_1372.ECW_m2512,iY75_1357.Y75_RS12180,ic_1306.c2869	Bacteria	1MU1X@1224,2TQYV@28211,43I2M@69277,COG0304@1,COG0304@2	NA|NA|NA	IQ	Belongs to the beta-ketoacyl-ACP synthases family
R7A2020_00060	266835.14025391	2.6e-149	534.6	Phyllobacteriaceae	fabI	GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0072330,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004				Bacteria	1MV05@1224,2TSU4@28211,43GPU@69277,COG0623@1,COG0623@2	NA|NA|NA	I	Enoyl- acyl-carrier-protein reductase NADH
R7A2020_00065	266835.14025390	1.1e-292	1011.9	Phyllobacteriaceae													Bacteria	1MU2C@1224,2UQ62@28211,43IU5@69277,COG5001@1,COG5001@2	NA|NA|NA	T	Putative diguanylate phosphodiesterase
R7A2020_00070	266835.14025389	1.4e-189	668.7	Phyllobacteriaceae	rsmC		2.1.1.172	ko:K00564			R07234	RC00003	ko00000,ko01000,ko03009				Bacteria	1MXE9@1224,2TSBA@28211,43IBZ@69277,COG2813@1,COG2813@2	NA|NA|NA	J	methyltransferase small
R7A2020_00075	266835.14025388	0.0	1400.6	Phyllobacteriaceae	pnp	GO:0000166,GO:0000175,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0004654,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009628,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016020,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0017076,GO:0019001,GO:0019222,GO:0019439,GO:0030312,GO:0030551,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034655,GO:0035438,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575	2.7.7.8	ko:K00962	ko00230,ko00240,ko03018,map00230,map00240,map03018	M00394	R00437,R00438,R00439,R00440	RC02795	ko00000,ko00001,ko00002,ko01000,ko03016,ko03019				Bacteria	1MVB9@1224,2TRH3@28211,43IV8@69277,COG1185@1,COG1185@2	NA|NA|NA	J	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction
R7A2020_00080	1297569.MESS2_1030088	2.9e-41	174.1	Phyllobacteriaceae	rpsO	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006378,GO:0006396,GO:0006397,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0031123,GO:0031124,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043631,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02956	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1MZ2W@1224,2UBRZ@28211,43KCG@69277,COG0184@1,COG0184@2	NA|NA|NA	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome
R7A2020_00085	266835.14025386	3.7e-207	727.2	Phyllobacteriaceae	corA			ko:K03284,ko:K16074					ko00000,ko02000	1.A.35.1,1.A.35.3,1.A.35.4			Bacteria	1MX09@1224,2TT1M@28211,43JH7@69277,COG0598@1,COG0598@2	NA|NA|NA	P	Mediates influx of magnesium ions
R7A2020_00090	266835.14025385	9.6e-183	646.0	Phyllobacteriaceae	truB	GO:0000049,GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0031119,GO:0034337,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990481	5.4.99.25	ko:K03177					ko00000,ko01000,ko03016				Bacteria	1MV0N@1224,2TSJK@28211,43HAG@69277,COG0130@1,COG0130@2	NA|NA|NA	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs
R7A2020_00095	266835.14025384	7.1e-64	250.0	Phyllobacteriaceae	rbfA			ko:K02834					ko00000,ko03009				Bacteria	1MZPE@1224,2UCJF@28211,43K27@69277,COG0858@1,COG0858@2	NA|NA|NA	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA
R7A2020_00100	266835.14025383	0.0	1433.3	Phyllobacteriaceae	infB	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0003824,GO:0003924,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0036094,GO:0043021,GO:0043024,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0097159,GO:0097216,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576		ko:K02519					ko00000,ko03012,ko03029				Bacteria	1MV26@1224,2TQMY@28211,43HX5@69277,COG0532@1,COG0532@2	NA|NA|NA	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex
R7A2020_00105	266835.14025382	1.8e-113	415.2	Phyllobacteriaceae	ylxR			ko:K02600,ko:K07742					ko00000,ko03009,ko03021				Bacteria	1RJA6@1224,2U9BS@28211,43IF7@69277,COG2740@1,COG2740@2	NA|NA|NA	K	Protein of unknown function (DUF448)
R7A2020_00110	266835.14025381	6e-291	1006.1	Phyllobacteriaceae	nusA	GO:0001000,GO:0001121,GO:0001125,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0019904,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043175,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070063,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141		ko:K02600					ko00000,ko03009,ko03021				Bacteria	1MWT7@1224,2TRQN@28211,43GPR@69277,COG0195@1,COG0195@2	NA|NA|NA	K	Participates in both transcription termination and antitermination
R7A2020_00115	266835.14025380	2.6e-112	411.4	Phyllobacteriaceae	rimP	GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576		ko:K09748					ko00000,ko03009				Bacteria	1RDP2@1224,2TS4E@28211,43HWD@69277,COG0779@1,COG0779@2	NA|NA|NA	S	Required for maturation of 30S ribosomal subunits
R7A2020_00125	266835.14025378	9.1e-135	486.1	Phyllobacteriaceae	trmB	GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0040007,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234	2.1.1.297,2.1.1.33,2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02493,ko:K02527,ko:K03439	ko00540,ko01100,map00540,map01100	M00060,M00080	R04658,R05074,R09763,R10806	RC00003,RC00009,RC00077,RC00247,RC03279	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005,ko03012,ko03016		GT30		Bacteria	1MUWJ@1224,2TUU9@28211,43GXE@69277,COG0220@1,COG0220@2	NA|NA|NA	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA
R7A2020_00130	266835.14025377	1.3e-243	848.6	Phyllobacteriaceae	metK	GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016740,GO:0016765,GO:0044424,GO:0044444,GO:0044464	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000				Bacteria	1MUFQ@1224,2TR4P@28211,43J3G@69277,COG0192@1,COG0192@2	NA|NA|NA	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme
R7A2020_00135	266835.14025376	1.6e-70	271.9	Phyllobacteriaceae	MA20_23890												Bacteria	1RDBW@1224,2U7CY@28211,43K7H@69277,COG1396@1,COG1396@2	NA|NA|NA	K	transcriptional
R7A2020_00140	266835.14025375	2.7e-299	1033.9	Phyllobacteriaceae	lnt	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016021,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031224,GO:0031226,GO:0034645,GO:0036211,GO:0042157,GO:0042158,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576		ko:K03820					ko00000,ko01000		GT2	iEcSMS35_1347.EcSMS35_0678,iSbBS512_1146.SbBS512_E0590	Bacteria	1MUBU@1224,2TQRC@28211,43I43@69277,COG0815@1,COG0815@2	NA|NA|NA	M	Transfers the fatty acyl group on membrane lipoproteins
R7A2020_00145	266835.14025374	1.2e-169	602.4	Alphaproteobacteria													Bacteria	1MW16@1224,2U2SW@28211,COG0583@1,COG0583@2	NA|NA|NA	K	LysR substrate binding domain
R7A2020_00150	266835.14025373	4.4e-135	487.3	Alphaproteobacteria													Bacteria	1R4N3@1224,2U4AJ@28211,COG1028@1,COG1028@2	NA|NA|NA	IQ	KR domain
R7A2020_00155	266835.14025372	1.2e-87	328.9	Phyllobacteriaceae													Bacteria	1RF2S@1224,2U9MB@28211,43P6D@69277,COG2764@1,COG2764@2	NA|NA|NA	S	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
R7A2020_00160	266835.14025371	9.5e-192	676.0	Phyllobacteriaceae	tlyC			ko:K06189					ko00000,ko02000	9.A.40.1.2			Bacteria	1MV3P@1224,2TVFA@28211,43HB5@69277,COG1253@1,COG1253@2	NA|NA|NA	S	COG1253 Hemolysins and related proteins containing CBS domains
R7A2020_00165	266835.14025370	4.1e-89	334.0	Phyllobacteriaceae	ybeY	GO:0000469,GO:0000478,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016151,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019219,GO:0019222,GO:0019538,GO:0022613,GO:0030490,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043244,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:2000112,GO:2001141	2.6.99.2,3.5.4.5	ko:K01489,ko:K03474,ko:K03595,ko:K07042	ko00240,ko00750,ko00983,ko01100,map00240,map00750,map00983,map01100	M00124	R01878,R02485,R05838,R08221	RC00074,RC00514,RC01476	ko00000,ko00001,ko00002,ko01000,ko03009,ko03029				Bacteria	1MZ67@1224,2UBXV@28211,43JZ0@69277,COG0319@1,COG0319@2	NA|NA|NA	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA
R7A2020_00170	536019.Mesop_0032	9.6e-189	666.0	Phyllobacteriaceae	phoH			ko:K06217					ko00000				Bacteria	1MVDV@1224,2TRV3@28211,43I6S@69277,COG1702@1,COG1702@2	NA|NA|NA	T	Phosphate starvation-inducible protein PhoH
